rep,lin_mmd_b,rbf_mmd_b,knn_overlap_b,tail_ipm_b,rho_b,rbf_mmd_g0_b,rbf_mmd_g1_b,rbf_mmd_local_b,lin_mmd_s,rbf_mmd_s,knn_overlap_s,tail_ipm_s,rho_s,rbf_mmd_g0_s,rbf_mmd_g1_s,rbf_mmd_local_s
11,0.003735241247341037,0.007487252303904568,0.9077380952380952,1.8522636890411377,0.876369255713499,0.03913586887367371,0.010813189913097543,0.016503013811427575,0.0355818048119545,0.0027766228708761,0.8467261904761905,8.570079803466797,0.9245497422698682,0.011731370158263421,0.006040367493203136,0.007183649278594712
12,0.021344492211937904,0.02550491562398205,0.8645833333333334,1.873116135597229,0.8464059608517206,0.029767614190549185,0.021141248062945484,0.022874223401080158,0.37658774852752686,0.024065571246924322,0.8556547619047619,9.53636360168457,0.9235718335123005,0.05446514168857097,0.017509673763112965,0.02493376330170944
13,0.04510371387004852,0.0151718917078838,0.8824404761904762,2.082279682159424,0.8890820069371203,0.02271003808546923,0.017007687039546915,0.01815324863359381,3.614762544631958,0.010836569541991081,0.8601190476190477,21.002622604370117,0.9292094571147443,0.014705829722111319,0.00843227678863756,0.009692588761880056
14,0.03452876955270767,0.03827702537392319,0.8392857142857143,1.2847331762313843,0.90098425187834,0.0750851700546834,0.02305795455097215,0.033509850522699856,1.0078949928283691,0.03701934103061488,0.8169642857142857,7.031237602233887,0.9690001934403706,0.03804398271334353,0.024067199859492572,0.026875035700667987
15,0.006385979242622852,0.012711292592157197,0.8630952380952381,1.4689956903457642,0.8519949643175412,0.041996120272788984,0.01671312233428257,0.021792296027286093,0.06069047376513481,0.010281371484874735,0.8363095238095238,6.867993354797363,0.9285358974915869,0.0924708292030555,0.016140218390147787,0.03147449288381229
16,0.0031477457378059626,0.021227996699399343,0.8571428571428571,0.5258939862251282,0.4527559219342157,0.07637829956826958,0.018467877724293036,0.03010166782687761,0.8987072110176086,0.04107162870245151,0.8095238095238095,6.326632499694824,0.9422958442561584,0.007128918030603115,0.03654037974378643,0.030631827167477282
17,0.011491530574858189,0.012539745442526562,0.8630952380952381,1.9206573963165283,0.7631653870230403,0.037374106997330236,0.01344164408525006,0.01824950493812331,0.06003667414188385,0.0038912570618100384,0.8630952380952381,9.043706893920898,0.9444817959951662,0.0313734987375921,0.005764423484114878,0.010909103780572355
18,0.005739965476095676,0.011966125405263983,0.8973214285714286,1.7959884405136108,0.9211994392285501,0.032942851621613034,0.015908001765361002,0.019330181423983062,0.0529092438519001,0.01065280072214414,0.8169642857142857,9.22197151184082,0.9548585625050383,0.03957945412863273,0.016570103968021055,0.021192518062786794
19,0.008061022497713566,0.015193391469475404,0.8511904761904762,1.9415568113327026,0.9181236487450487,0.03928235205144892,0.021701117635776757,0.025233062049639467,0.03059699758887291,0.006624143222215606,0.8571428571428571,10.472391128540039,0.9304029238074469,0.03492556396215096,0.008285628669822076,0.013637401384798862
20,0.03661982715129852,0.035965849515214754,0.8348214285714286,1.4336199760437012,0.8225041024555344,0.031218535136159353,0.029232099500687392,0.029631160231027742,0.9450843930244446,0.05113244266021033,0.8125,7.291189193725586,0.8946339421194224,0.026380021171861,0.058024996273776,0.05166774681133771
21,0.0015997810987755656,0.012552541617659507,0.8779761904761905,0.5181981921195984,0.33831501567623684,0.05028847893217081,0.013766500524380887,0.02110350511523154,0.29835885763168335,0.0059475597309257555,0.8898809523809523,11.202024459838867,0.9500051981368132,0.041494600882531096,0.0048592581409230284,0.012219036816692504
22,0.00494272168725729,0.011739093883816887,0.8616071428571429,1.8895410299301147,0.8891551066320695,0.06394272117497635,0.01448705966557906,0.02442234880809191,0.05972590297460556,0.011631986481310252,0.8214285714285714,8.544280052185059,0.9583040318288197,0.02066746253970031,0.02195628585053666,0.021697370453270432
